"Data Source","World Development Indicators",

"Last Updated Date","2024-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"East Asia & Pacific (excluding high income)","EAP","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.40821730110951","2.37718253171168","2.62821530227131","2.92516508464987","3.00800020517799","3.11281624623515","3.20398297987039","3.37085361777044","3.46352454988869","3.4197625858794","3.84530640717165","4.1628457681197","4.41258259677141","4.4062952141896","4.48406315254264","4.37753435904152","4.35664037419305","4.43884003414682","4.42254566780689","4.16138658381759","4.11193230117561","4.05021641190735","4.05096948305507","4.0470802059537","4.12204369496842","4.03904605479701","3.91769797623572","3.8102214681864","3.89982150120353","4.36936301344236","4.12869749480639","4.23982100138009","4.00080604549072",
"Early-demographic dividend","EAR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8574002433287","5.92680523722834","6.11108143901449","6.38016285340681","6.74171502165764","6.67675790088156","6.61597115243633","6.7961424449913","7.0704392271533","7.15063467125099","7.30223650327941","7.59522429880648","7.57683799602121","7.54060301139434","7.5401780573624","7.27820777388109","7.18168056225701","7.07599909830891","7.16159677828496","6.97269261445999","6.82931284701484","6.88122196546193","6.82003451958668","6.72265256107606","6.8704916354813","6.772896229745","6.70518687721867","6.73078387136458","6.27290979402479","7.31100011053153","6.68990707243899","5.66667726618566","5.24157534612774",
"East Asia & Pacific","EAS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.46315645211909","2.45583507583142","2.71328404006995","2.98230232078429","3.05578486683888","3.164054083243","3.25230029985029","3.54173727909915","3.64929982430638","3.55357429952207","3.94872033722524","4.24932607315644","4.46991074328539","4.42481864694322","4.47219230433773","4.34952753136107","4.30061451760086","4.37873273499856","4.45861329171904","4.21299160251084","4.1255825594945","4.05614762060473","4.04095068999173","4.02277730268485","4.09029568369957","4.00090398912118","3.87191671712309","3.75217205099742","3.82109069463854","4.30164623462354","4.06214211002885","4.109703323976","3.88644560324976",
"Europe & Central Asia (excluding high income)","ECA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.40281091787869","5.1831765783591","5.92709175413369","7.19538628686248","8.63269385912458","10.0666375731698","10.2414716877283","11.1779146607756","11.5431664637804","10.8927990366553","10.7784833899792","10.8183905225194","10.4065380006928","10.242707224998","9.70784388856864","9.2158574216731","8.68807786824746","8.50760165879436","10.0128522620917","9.37862681075377","8.74395434497964","8.49023819547476","8.45864621409723","8.85053644952491","8.83748042297259","8.91627267607178","8.82514103578067","8.48361367802474","8.9769054143474","9.12900746262502","8.83782599377842","7.63039051373688","7.18468025542309",
"Europe & Central Asia","ECS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.90980463506188","7.50944951201784","8.67127458084103","9.66139631493138","9.94224741734473","10.280506674703","10.5198531969027","10.704020525653","10.6030245330224","9.77597444529681","9.08294605901033","9.09652359783411","9.11554702779044","9.0900640162815","8.7374916302471","8.16958125110447","7.25002939773543","7.14683873221737","8.99170608527919","9.05136900054436","8.78674081273537","9.00572207072612","9.20523707348682","8.88971086446269","8.50700447038813","8.039304104585","7.4374494856719","6.83821683692998","6.59705800445504","7.05557688489507","6.87265227793399","5.82423823350206","5.61261319264915",
"Ecuador","ECU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.332","4.291","4.367","4.373","4.372","4.387","4.389","4.35","4.642","4.8","4.252","4.825","5.662","5.002","3.779","3.55","3.142","3.917","4.608","4.088","3.458","3.235","3.083","3.48","3.616","4.597","3.836","3.53","3.812","6.127","4.552","3.761","3.367",
"Egypt, Arab Rep.","EGY","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.38","8.92","10.92","10.93","11.04","9","8.37","8.03","7.95","8.98","9.26","10.01","10.91","10.32","11.049","10.49","8.8","8.517","9.087","8.757","11.849","12.597","13.154","13.105","13.052","12.45","11.767","9.855","7.851","7.974","7.441","7.344","7.306",
"Euro area","EMU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.32535360454875","8.95289461683715","10.7180387114513","11.7662240020358","11.4489409121735","11.6606558370154","11.6620161081437","11.2424608719187","10.490132540018","9.50356201698907","8.44301829690905","8.6976643090076","9.03009418020833","9.29449125680911","9.1335240098783","8.41102026372513","7.52624467226133","7.55427294157718","9.6009485595824","10.1594889088816","10.2266150093069","11.4216045335541","11.9772429298152","11.6294042361041","10.8933171747932","10.0326348883119","9.0570646997765","8.16143255426497","7.50905547041702","7.82610738650831","7.73220795402074","6.74727425418841","6.54497996968086",
"Eritrea","ERI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.329","5.483","5.554","5.598","5.464","5.394","5.494","5.589","5.683","5.724","5.784","5.814","5.784","5.674","5.689","5.683","5.696","5.647","5.722","5.839","5.755","5.649","5.61","5.652","5.793","5.83","5.879","5.758","5.789","6.307","6.341","5.941","5.866",
"Spain","ESP","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.929","17.697","22.156","24.209","22.675","22.142","20.698","18.673","15.475","13.785","10.348","11.146","11.283","11.09","9.146","8.452","8.232","11.255","17.857","19.86","21.391","24.788","26.094","24.442","22.058","19.635","17.224","15.255","14.104","15.532","14.781","12.917","12.144",
"Estonia","EST","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.468","3.681","6.544","7.561","9.659","9.915","10.369","9.51","11.573","13.36","13.135","10.026","11.288","10.248","8.033","5.915","4.592","5.455","13.548","16.707","12.328","10.021","8.631","7.352","6.412","6.882","5.807","5.412","4.514","6.956","6.178","5.571","6.345",
"Ethiopia","ETH","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.259","3.382","3.236","3.1","3.021","3.137","3.245","3.489","3.714","3.502","3.174","3.061","3.002","2.771","2.497","2.346","2.344","2.333","2.331","2.299","2.274","2.255","2.251","2.364","2.45","2.566","2.678","2.825","2.945","4.024","3.935","3.493","3.497",
"European Union","EUU","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.59654111036086","9.2504558936504","10.844504304023","11.518806576024","11.0829922765174","11.1112930809942","10.9009099714157","10.4913019848943","10.1936936381188","9.82316024211922","9.2028039157692","9.55265625510954","9.66172846737736","9.88179252187594","9.62559004523853","8.67565394147033","7.49549746152053","7.24907048348501","9.17536294237636","9.85500584485682","9.89723607291905","10.8697335222992","11.3224631249059","10.8201199272394","10.0228935249293","9.10694845955833","8.12274591164656","7.2550258922163","6.67752271246401","7.04568618535133","7.03195935275985","6.14916480543662","6.03132277429579",
"Fragile and conflict affected situations","FCS","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.47020090820817","4.42460859593222","4.44346381767423","4.54727105172631","5.05262262840585","5.34280206918926","5.45588981146255","5.72119576396253","5.97276110222969","5.96204603186325","5.87816573393148","5.86667136161615","5.73874614609594","5.57456827732415","5.23251437843446","5.08883858661335","5.00982117228013","5.05128227479456","5.13867454597126","5.222054421351","5.2688095762928","5.34938579926739","5.34841224277143","5.49337462855232","5.5793135256368","5.70768306761079","5.91208865403795","5.89537164096105","5.91792034470792","6.69336236767458","6.78678190892886","5.76079079115903","5.61992752574259",
"Finland","FIN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.503","11.595","16.201","16.426","17.005","15.572","14.968","13.215","11.693","11.135","10.291","10.423","10.469","10.358","8.384","7.719","6.854","6.369","8.25","8.394","7.781","7.689","8.193","8.663","9.376","8.818","8.64","7.361","6.695","7.759","7.606","6.719","7.155",
"Fiji","FJI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.633","4.657","4.71","4.623","4.674","4.649","4.741","4.758","4.709","4.705","4.698","4.77","4.739","4.7","3.886","3.957","4.103","4.182","4.302","4.342","4.406","4.375","4.356","4.325","4.292","4.32","4.328","4.34","4.38","4.623","4.678","4.481","4.327",
"France","FRA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.134","10.203","11.321","12.593","11.834","12.367","12.566","12.074","11.981","10.218","8.61","8.702","8.307","8.914","8.882","8.833","8.009","7.386","9.122","9.279","9.228","9.841","9.913","10.273","10.354","10.057","9.41","9.018","8.415","8.01","7.874","7.308","7.323",
"Faroe Islands","FRO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.22","17.701","17.78","17.805","17.414","17.354","17.201","17.184","17.599","17.827","17.801","17.372","17.129","17.104","16.91","17.792","18.258","19.197","19.754","20.39","19.929","19.713","19.788","19.922","19.994","20.165","20.351","20.502","20.426","21.273","21.233","20.501","20.361",
"United Kingdom","GBR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.55","9.772","10.346","9.648","8.694","8.189","7.072","6.198","6.042","5.558","4.696","5.037","4.807","4.594","4.751","5.35","5.262","5.615","7.537","7.787","8.038","7.885","7.525","6.11","5.301","4.81","4.33","3.996","3.737","4.472","4.826","3.73","4.055",
"Georgia","GEO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","5.4","5.4","8.4","7.6","11.5","11.5","14.53","13.8","10.82","11.16","12.59","11.51","12.62","13.81","13.57","13.28","17.87","20.71","20.203","19.632","19.653","19.416","17.439","16.506","16.604","13.939","12.667","11.565","11.73","11.794","11.657","11.622",
"Ghana","GHA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.489","4.7","5.238","5.895","6.479","7.084","7.637","8.2","10.1","10.456","9.604","8.698","7.722","6.757","5.817","4.897","5.092","5.142","5.349","5.384","4.227","3.141","2.173","4.412","6.806","5.237","3.369","3.251","3.156","3.285","3.338","3.084","3.079",
"Gibraltar","GIB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.519","4.549","4.527","4.481","4.437","4.461","4.423","4.461","4.488","4.591","4.595","4.549","4.651","4.757","4.899","4.958","4.834","4.844","4.991","5.129","5.123","4.891","4.977","5.108","5.251","5.019","4.815","4.771","5.018","5.993","5.767","5.328","5.297",
"Gambia, The","GMB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.561","9.681","9.727","9.862","9.983","10.036","9.866","9.784","9.643","9.639","9.571","9.965","9.93","9.897","9.878","10.196","10.383","10.041","9.769","9.673","10.269","10.346","9.468","8.224","7.271","6.299","5.162","4.127","4.532","5.858","6.206","6.082","6.479",
"Guinea-Bissau","GNB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.066","3.13","3.179","3.203","3.168","3.063","3.03","3.416","3.558","3.576","3.195","3.222","3.284","3.28","3.221","3.204","3.202","3.218","3.21","3.197","3.144","3.207","3.226","3.316","3.224","3.192","3.137","3.196","3.219","3.614","3.628","3.204","3.183",
"Equatorial Guinea","GNQ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.285","7.487","7.639","7.745","7.787","7.84","7.881","7.933","8.002","8.033","8.16","8.245","8.265","8.166","8.12","8.024","7.974","7.943","8.098","8.292","8.234","8.116","8.039","8.044","8.178","8.232","8.329","8.256","8.367","9.075","9.194","8.746","8.666",
"Greece","GRC","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.572","8.927","10.177","9.808","10.117","10.402","10.472","12.227","12.138","11.345","10.764","10.346","9.839","10.628","10.074","8.906","8.351","7.664","9.546","12.719","17.973","24.731","27.686","26.708","24.981","23.514","21.414","19.179","17.045","15.899","14.657","12.426","10.997",
"Grenada","GRD","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.675","2.631","2.593","2.576","2.573","2.623","2.608","2.608","2.566","2.605","2.746","2.748","2.807","2.971","3.06","2.95","2.825","2.874","3.209","3.497","3.171","2.765","3.017","2.717","2.506","2.583","2.462","2.283","2.193","2.953","2.174","3.051","2.705",
"Guam","GUM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.509","3.837","5.527","7.6","7.9","8.283","9.67","7.74","13.95","15.32","13.213","11.39","9.691","7.7","7","7.4","8.3","8.889","9.3","8.2","13.3","12.2","11.5","7.6","6.9","5.4","5.417","5.447","5.402","6.227","6.001","5.527","5.418",
"Guyana","GUY","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.046","11.9","11.668","11.598","11.622","11.602","11.62","11.718","11.785","11.901","11.802","11.81","11.532","11.279","11.066","10.7","10.891","11.111","11.42","11.758","11.977","12.231","12.528","12.887","13.273","13.563","13.813","14.019","13.525","15.701","14.927","12.423","12.43",
"High income","HIC","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.68252003495347","7.18341586174454","7.7701302207767","8.03239213323435","7.82907155929786","7.82328635420713","7.82011288839755","7.9019760875245","7.7859177454042","7.14493572002562","6.91493174982146","7.22571859477531","7.34429075006833","7.14743496109527","6.81621911639738","6.33474636397125","5.72158612531172","5.95999752888905","8.05538345909169","8.21122795379564","7.84011626201962","7.75086835231365","7.65834631786053","7.07170434117689","6.58253375945761","6.13940583241987","5.59259883395911","5.0843518595841","4.76079974404363","6.45513467394692","5.55795199953282","4.49108413917482","4.38618265070841",
"Hong Kong SAR, China","HKG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","1.96","1.96","1.9","3.22","2.83","2.22","4.58","6.25","4.92","5.09","7.28","7.86","6.74","5.58","4.77","4.01","3.56","5.26","4.329","3.422","3.285","3.4","3.296","3.314","3.392","3.124","2.805","2.917","5.808","5.174","4.318","3.931",
"Honduras","HND","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.58","3.06","3.097","3.136","3.24","4.37","3.32","4.02","3.85","3.881","4","4.02","5.3","5.99","4.909","3.575","3.211","3.156","3.292","4.119","4.475","3.755","5.646","7.078","6.147","6.727","5.528","5.622","5.551","10.679","7.94","7.037","6.062",
"Heavily indebted poor countries (HIPC)","HPC","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.08523915814931","5.19590907561689","5.19913560144791","5.14276770816381","4.9655216205669","4.93476461966875","4.87184422249921","4.93619886930022","5.0831710497305","5.13064158944914","5.06133124939493","5.03095760377519","4.98237567061516","4.84316078430326","4.67889636199265","4.5886396556481","4.53673380142729","4.51744160632074","4.58813749010656","4.80376044297865","4.76855831582691","4.58999661941327","4.35424582995943","4.3682510537384","4.52997450708412","4.49567742360743","4.52906501503545","4.42879320300885","4.42229353301347","5.14800131867078","4.99955546357649","4.52173125521049","4.61267887995526",
"Croatia","HRV","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.14","10.934","10.709","10.332","9.995","9.68","9.71","11.392","13.559","16.064","15.822","15.053","13.924","13.664","12.598","11.13","9.909","8.53","9.202","11.62","13.678","15.935","17.251","17.29","16.175","13.103","11.208","8.432","6.617","7.507","7.608","6.96","6.063",
"Haiti","HTI","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.327","7.405","7.582","7.97","7.56","7.319","6.968","7.159","7.2","8.441","9.744","11.044","12.184","13.458","14.589","15.914","16.8","16.194","15.342","15.255","14.482","14.1","13.639","13.766","13.745","13.888","13.929","13.937","14.133","15.56","15.253","14.719","14.623",
"Hungary","HUN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.5","9.942","12.098","10.847","10.168","10.022","8.991","8.925","6.929","6.563","5.671","5.608","5.79","5.832","7.189","7.494","7.406","7.817","10.03","11.172","11.029","11.003","10.177","7.725","6.813","5.115","4.156","3.709","3.419","4.25","4.045","3.609","4.126",
"IBRD only","IBD","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.74519607837685","4.79661460183015","5.02181426020303","5.4088677521334","5.76399985954516","5.89148777156456","6.02581980393164","6.28325334358976","6.56490092291037","6.5274931042521","6.7069101916681","6.95554990378152","7.07587948011474","6.96568390743612","6.93180274044894","6.69229756596079","6.49365544553123","6.44419318360664","6.74786969132449","6.51249580181777","6.37176096428609","6.26575803802485","6.25587282000064","6.22127134707358","6.34203966005034","6.43517586931065","6.38383932077654","6.25400486995171","6.03865767536377","6.90484340511017","6.27543821257326","5.55825002301848","5.1378114155068",
"IDA & IBRD total","IBT","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.62840269282333","4.68118726141124","4.88429032933157","5.20948914482539","5.49200860051607","5.60400429350916","5.70961232700011","5.93617770581328","6.18139745708283","6.14955972228315","6.29146124026991","6.48691368885994","6.57401101449885","6.459471319518","6.40573310751418","6.17701769155878","6.01016186365956","5.9779851961188","6.23030075437001","6.02150052307925","5.91160843942179","5.89161218414533","5.84523865180569","5.79123838592611","5.94851454026207","5.9928612625243","5.99178378833486","5.9050502338993","5.76246978703439","6.60913840648624","6.13402743233308","5.43438913415297","5.09365392498292",
"IDA total","IDA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.05844976017849","4.12338633630753","4.22787167345125","4.2686048534759","4.21855472511815","4.27468667598604","4.26086072023201","4.36014230817455","4.44951427590975","4.45699904424626","4.45576194237154","4.44500175811171","4.41527760839379","4.30770684420841","4.19511642105392","4.03266112703507","4.01766226945958","4.08164940391325","4.15303276385952","4.08130694648032","4.11630691868835","4.44950515942043","4.28404341486725","4.17565973731136","4.49264005031936","4.38174289762085","4.59288407767374","4.68166856042227","4.81200791344823","5.62578692924827","5.66618714262242","5.03168330052649","4.95074935705529",
"IDA blend","IDB","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.97118990659934","3.05541922946679","3.31355938309183","3.5006484883599","3.57950130300941","3.74416480270046","3.73329037726536","3.88095493883445","3.87863953631828","3.75595078587519","3.63328012480185","3.42858535823487","3.27756832444847","3.11115808743039","3.03074534000908","2.9198765125645","2.75518652975824","2.78705803996167","2.84596259652809","2.90169174925055","2.93157732105702","3.96364597267175","3.67825164236767","3.32857130127357","4.06626221052003","3.7363385497535","4.33843051794582","4.81808161638976","5.20235078927343","6.03745231596058","6.03147037845206","5.13513380785566","4.7916761988561",
"Indonesia","IDN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.617","2.734","2.782","4.366","4.611","4.861","4.684","5.459","6.358","6.078","6.082","6.604","6.658","7.303","7.945","7.551","8.06","7.209","6.106","5.614","5.153","4.468","4.336","4.049","4.514","4.301","3.783","4.387","3.59","4.255","3.827","3.462","3.417",
"IDA only","IDX","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.52796190415246","4.58573396502728","4.62189864764159","4.59917606636017","4.49233403964907","4.50400441313572","4.49116923222867","4.56927401704869","4.69978368433663","4.76646521727107","4.8209411824286","4.89788093607609","4.92429336189294","4.84564887302744","4.71920776942324","4.53486686334421","4.59156548895711","4.67347209985067","4.75521983077849","4.62852179882225","4.66683050599788","4.67634028952962","4.56718020819921","4.56967654112887","4.69218035316395","4.68185556675553","4.70995106861305","4.61928306850669","4.63303895747981","5.43662764328309","5.4968450744156","4.98369836911593","5.02441964157133",
"Isle of Man","IMN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.85","6.853","6.859","6.828","6.99","7.147","7.335","7.517","7.682","7.856","8.039","8.248","8.397","8.551","8.697","8.614","8.534","8.486","8.406","8.318","8.222","8.156","8.088","7.992","7.894","7.8","7.723","7.652","6.51","7.859","6.38","4.822","4.172",
"Not classified","INX","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.771","15.021","15.571","14.544","11.97","11.692","10.192","7.699","5.804","4.318","3.684","4.216","4.478","4.491","4.343","4.415","4.98","6.774","12.609","14.534","15.354","15.451","13.735","11.858","9.908","8.374","6.713","5.741","4.95","5.623","6.194","4.479","4.34",
"Iran, Islamic Rep.","IRN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1","10.659","10.574","10.449","9.895","9.1","9.69","10.367","11.176","11.699","12.356","12.8","11.528","10.3","11.813","11.519","10.772","10.63","12.113","13.679","12.491","12.275","10.595","10.68","11.166","12.618","12.232","12.195","10.74","9.687","9.282","9.085","9.103",
"Iraq","IRQ","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.714","8.434","8.442","8.298","8.488","8.559","8.319","8.126","8.042","8.095","8.288","8.636","8.965","8.736","8.596","8.434","8.646","8.467","8.41","8.262","8.186","7.965","9.208","10.59","10.838","10.82","13.02","13.509","14.142","15.776","16.173","15.588","15.529",
"Iceland","ISL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.548","4.305","5.257","5.326","5.196","3.6","3.72","3.069","2.178","1.936","1.874","2.988","3.997","4.031","2.547","2.83","2.251","2.946","7.22","7.564","7.028","6","5.376","4.897","3.979","2.978","2.742","2.704","3.507","5.478","6.029","3.789","3.562",
"Israel","ISR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.387","14.08","12.741","9.934","8.782","8.455","9.751","10.749","11.183","11.102","11.812","12.888","13.505","13.029","11.342","10.707","9.379","7.704","9.534","8.48","7.139","6.762","6.137","5.789","5.176","4.723","4.14","3.917","3.731","4.169","4.812","3.695","3.389",
"Italy","ITA","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.097","9.321","10.212","11.086","11.661","11.864","11.985","12.117","11.681","10.834","9.599","9.211","8.869","7.866","7.731","6.777","6.076","6.723","7.749","8.363","8.359","10.655","12.149","12.683","11.896","11.688","11.211","10.61","9.952","9.164","9.497","8.069","7.618",
"Jamaica","JAM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.281","6.438","6.284","6.388","6.378","6.675","6.758","6.915","6.875","6.807","6.686","6.654","6.563","6.562","6.596","6.619","6.614","6.666","7.314","7.63","8.034","8.695","9.698","9.046","8.824","8.634","7.399","5.47","4.987","6.501","5.188","4.083","4.417",
